,Date&Time,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_10,feature_11,feature_12,feature_13,target
195,2021-01-09 03:00:00,,,,,,,,,,,,5,0.0
196,2021-01-09 04:00:00,,,,,,,,,,,,5,0.0
197,2021-01-09 05:00:00,,,,,,,,,,,,5,0.0
198,2021-01-09 06:00:00,,,,,,,,,,,,5,0.0
199,2021-01-09 07:00:00,,,,,,,,,,,,5,0.0
200,2021-01-09 08:00:00,,,,,,,,,,,,5,0.0
201,2021-01-09 09:00:00,,,,,,,,,,,,5,0.0
202,2021-01-09 10:00:00,,,,,,,,,,,,5,0.0
203,2021-01-09 11:00:00,,,,,,,,,,,,5,0.0
204,2021-01-09 12:00:00,,,,,,,,,,,,5,0.0
205,2021-01-09 13:00:00,,,,,,,,,,,,5,0.0
206,2021-01-09 14:00:00,,,,,,,,,,,,5,0.0
207,2021-01-09 15:00:00,,,,,,2570.88468,,,,,,5,0.0
208,2021-01-09 16:00:00,,,,,,,,,,,,5,0.0
209,2021-01-09 17:00:00,,,,,,,,,,,,5,0.0
210,2021-01-09 18:00:00,,,,,,,,,,,,5,0.0
211,2021-01-09 19:00:00,,,,,,,,,,,,5,0.0
212,2021-01-09 20:00:00,,,,,,,,,,,,5,0.0
213,2021-01-09 21:00:00,,,,,,,,,,,,5,0.0
214,2021-01-09 22:00:00,,,,,,,,,,,,5,0.0
215,2021-01-09 23:00:00,,,,,,2573.2389700000003,,,,,,5,0.0
216,2021-01-10 00:00:00,,,,,,,,,,,,6,0.0
217,2021-01-10 01:00:00,,,,,,,,,,,,6,0.0
218,2021-01-10 02:00:00,,,,,,,,,,,,6,0.0
219,2021-01-10 03:00:00,,,,,,,,,,,,6,0.0
220,2021-01-10 04:00:00,,,,,,,,,,,,6,0.0
221,2021-01-10 05:00:00,,,,,,,,,,,,6,0.0
222,2021-01-10 06:00:00,,,,,,,,,,,,6,0.0
223,2021-01-10 07:00:00,,,,,,,,,,,,6,0.0
224,2021-01-10 08:00:00,,,,,,,,,,,,6,0.0
225,2021-01-10 09:00:00,,,,,,,,,,,,6,0.0
226,2021-01-10 10:00:00,,,,,,,,,,,,6,0.0
227,2021-01-10 11:00:00,,,,,,,,,,,,6,0.0
228,2021-01-10 12:00:00,,,,,,,,,,,,6,0.0
229,2021-01-10 13:00:00,,,,,,,,,,,,6,0.0
230,2021-01-10 14:00:00,,,,,,,,,,,,6,0.0
231,2021-01-10 15:00:00,,,,,,,,,,,,6,0.0
232,2021-01-10 16:00:00,,,,,,,,,,,,6,0.0
233,2021-01-10 17:00:00,,,,,,2575.59326,,,,,,6,0.0
234,2021-01-10 18:00:00,,,,,,,,,,,,6,0.0
235,2021-01-10 19:00:00,,,,,,,,,,,,6,0.0
236,2021-01-10 20:00:00,,,,,,,,,,,,6,0.0
237,2021-01-10 21:00:00,,,,,,,,,,,,6,0.0
238,2021-01-10 22:00:00,,,,,,,,,,,,6,0.0
239,2021-01-10 23:00:00,,,,,,,,,,,,6,0.0
240,2021-01-11 00:00:00,,,,,,,,,,,,0,0.0
241,2021-01-11 01:00:00,,,,,,,,,,,,0,0.0
242,2021-01-11 02:00:00,,,,,,,,,,,,0,0.0
243,2021-01-11 03:00:00,,,,,,,,,,,,0,0.0
244,2021-01-11 04:00:00,,,,,,,,,,,,0,0.0
245,2021-01-11 05:00:00,,,,,,,,,,,,0,0.0
246,2021-01-11 06:00:00,,,,,,,,,,,,0,0.0
247,2021-01-11 07:00:00,,,,,,2577.9475500000003,,,,,,0,0.0
248,2021-01-11 08:00:00,,,,,,,,,,,,0,0.0
249,2021-01-11 09:00:00,,,,,,,,,,,,0,0.0
250,2021-01-11 10:00:00,,,,,,,,,,,,0,0.0
251,2021-01-11 11:00:00,,,,,,2580.30184,,,,,,0,0.0
252,2021-01-11 12:00:00,,,,,,2582.6561300000003,,,,,,0,0.0
253,2021-01-11 13:00:00,,,,,,,,,,,,0,0.0
254,2021-01-11 14:00:00,,,,,,2585.01042,,,,,,0,0.0
255,2021-01-11 15:00:00,,,,,,,,,,,,0,0.0
256,2021-01-11 16:00:00,,,,,,2589.719,,2.35429,,,,0,0.0
257,2021-01-11 17:00:00,,,,,,,,4.70858,,,2.35429,0,2.0
258,2021-01-11 18:00:00,,,,,,2592.0732900000003,,,,,,0,0.0
259,2021-01-11 19:00:00,,,,,,,,,,,,0,0.0
260,2021-01-11 20:00:00,,,,,,,,,,,,0,0.0
261,2021-01-11 21:00:00,,,,,,,,,,,,0,0.0
262,2021-01-11 22:00:00,,,,,,2596.7818700000003,,,,,,0,0.0
263,2021-01-11 23:00:00,,,,,,,,,,,,0,0.0
264,2021-01-12 00:00:00,,,,,,,,,,,,1,0.0
265,2021-01-12 01:00:00,,,,,,,,,,,,1,0.0
266,2021-01-12 02:00:00,,,,,,,,,,,,1,0.0
267,2021-01-12 03:00:00,,,,,,,,,,,,1,0.0
268,2021-01-12 04:00:00,,,,,,,,,,,,1,0.0
269,2021-01-12 05:00:00,,,,,,,,,,,,1,0.0
270,2021-01-12 06:00:00,,,,,,,,,,,,1,0.0
271,2021-01-12 07:00:00,,,,,,,,,,,,1,0.0
272,2021-01-12 08:00:00,,,,,,2599.13616,,,,,,1,0.0
273,2021-01-12 09:00:00,,,,,,,,,,,,1,0.0
274,2021-01-12 10:00:00,,,,,,,,,,,,1,0.0
275,2021-01-12 11:00:00,,,,,,,,,,,,1,0.0
276,2021-01-12 12:00:00,,,,,,,,,,,,1,0.0
277,2021-01-12 13:00:00,,,,,,2601.4904500000002,,,,,,1,0.0
278,2021-01-12 14:00:00,,,,,,,,,,,,1,0.0
279,2021-01-12 15:00:00,,,,,,,,,,,,1,0.0
280,2021-01-12 16:00:00,,,,,,,,,,,,1,0.0
281,2021-01-12 17:00:00,,,,,,,,,,,,1,0.0
282,2021-01-12 18:00:00,,,,,,,,,,,,1,0.0
283,2021-01-12 19:00:00,,,,,,,,,,,,1,0.0
284,2021-01-12 20:00:00,,,,,,,,,,,,1,0.0
285,2021-01-12 21:00:00,,,,,,,,,,,,1,0.0
286,2021-01-12 22:00:00,,,,,,,,,,,,1,0.0
287,2021-01-12 23:00:00,,,,,,,,,,,,1,0.0
288,2021-01-13 00:00:00,,,,,,2603.8447400000005,,,,,,2,0.0
289,2021-01-13 01:00:00,,,,,,,,,,,,2,0.0
290,2021-01-13 02:00:00,,,,,,,,,,,,2,0.0
291,2021-01-13 03:00:00,,,,,,,,,,,,2,0.0
292,2021-01-13 04:00:00,,,,,,,,,,,,2,0.0
293,2021-01-13 05:00:00,,,,,,,,,,,,2,0.0
294,2021-01-13 06:00:00,,,,,,,,,,,,2,0.0
295,2021-01-13 07:00:00,,,,,,,,,,,,2,0.0
296,2021-01-13 08:00:00,,,,,,2606.19903,,,,,,2,0.0
297,2021-01-13 09:00:00,,,,,,,,,,,,2,0.0
298,2021-01-13 10:00:00,,,,,,,,,,,,2,0.0
299,2021-01-13 11:00:00,,,,,,,,,,,,2,0.0
300,2021-01-13 12:00:00,,,,,,,,,,,,2,0.0
301,2021-01-13 13:00:00,,,,,,,,,,,,2,0.0
302,2021-01-13 14:00:00,,,,,,,,,,,,2,0.0
303,2021-01-13 15:00:00,,,,,,2608.5533200000004,,,,,,2,0.0
304,2021-01-13 16:00:00,,,,,,,,,,,,2,0.0
305,2021-01-13 17:00:00,,,,,,,,,,,,2,0.0
306,2021-01-13 18:00:00,,,,,,2610.90761,,,,,2.35429,2,0.0
307,2021-01-13 19:00:00,,,,,,,,,,,,2,0.0
308,2021-01-13 20:00:00,,,,,,,,,,,,2,0.0
309,2021-01-13 21:00:00,,,,,,,,,,,,2,0.0
310,2021-01-13 22:00:00,,,,,,,,,,,,2,0.0
311,2021-01-13 23:00:00,,,,,,,,,,,,2,0.0
312,2021-01-14 00:00:00,,,,,,,,,,,,3,0.0
313,2021-01-14 01:00:00,,,,,,,,,,,,3,0.0
314,2021-01-14 02:00:00,,,,,,,,,,,,3,0.0
315,2021-01-14 03:00:00,,,,,,,,,,,,3,0.0
316,2021-01-14 04:00:00,,,,,,,,,,,,3,0.0
317,2021-01-14 05:00:00,,,,,,,,,,,,3,0.0
318,2021-01-14 06:00:00,,,,,,,,,,,,3,0.0
319,2021-01-14 07:00:00,,,,,,,,,,,,3,0.0
320,2021-01-14 08:00:00,,,,,,,,,,,,3,0.0
321,2021-01-14 09:00:00,,,,,,,,,,,2.35429,3,2.0
322,2021-01-14 10:00:00,,,,,,2613.2619000000004,,2.35429,,,4.70858,3,0.0
323,2021-01-14 11:00:00,,,,,,,,,,,,3,0.0
324,2021-01-14 12:00:00,,,,,,,,,,,,3,0.0
325,2021-01-14 13:00:00,,,,,,2615.61619,,,,,,3,0.0
326,2021-01-14 14:00:00,,,,,,,,,,,,3,0.0
327,2021-01-14 15:00:00,,,,,,,,,,,2.35429,3,0.0
328,2021-01-14 16:00:00,,,,,,,,,,,,3,0.0
329,2021-01-14 17:00:00,,,,,,2617.9704800000004,,,,,2.35429,3,0.0
330,2021-01-14 18:00:00,,,,,,2620.32477,,,,,,3,0.0
331,2021-01-14 19:00:00,,,,,,,,,,,,3,0.0
332,2021-01-14 20:00:00,,,,,,,,,,,,3,0.0
333,2021-01-14 21:00:00,,,,,,,,,,,,3,0.0
334,2021-01-14 22:00:00,,,,,,,,,,,,3,0.0
335,2021-01-14 23:00:00,,,,,,,,,,,,3,0.0
336,2021-01-15 00:00:00,,,,,,,,,,,,4,0.0
337,2021-01-15 01:00:00,,,,,,,,,,,,4,0.0
338,2021-01-15 02:00:00,,,,,,,,,,,,4,0.0
339,2021-01-15 03:00:00,,,,,,,,,,,,4,0.0
340,2021-01-15 04:00:00,,,,,,,,,,,,4,0.0
341,2021-01-15 05:00:00,,,,,,,,,,,,4,0.0
342,2021-01-15 06:00:00,,,,,,,,,,,,4,0.0
343,2021-01-15 07:00:00,,,,,,,,,,,,4,0.0
344,2021-01-15 08:00:00,,,,,,2622.6790600000004,,,,,,4,0.0
345,2021-01-15 09:00:00,,,,,,,,,,,,4,0.0
346,2021-01-15 10:00:00,,,,,,,,2.35429,,,2.35429,4,0.0
347,2021-01-15 11:00:00,,,,,,,,,,,,4,0.0
348,2021-01-15 12:00:00,,,,,,,,,,,,4,0.0
349,2021-01-15 13:00:00,,,,,,,,,,,,4,0.0
350,2021-01-15 14:00:00,,,,,,,,,,,,4,0.0
351,2021-01-15 15:00:00,,,,,,2625.03335,,,,,,4,0.0
352,2021-01-15 16:00:00,,,,,,,,,,,,4,0.0
353,2021-01-15 17:00:00,,,,,,2627.3876400000004,,,,,,4,0.0
354,2021-01-15 18:00:00,,,,,,,,,,,,4,0.0
355,2021-01-15 19:00:00,,,,,,,,,,,,4,0.0
356,2021-01-15 20:00:00,,,,,,,,,,,,4,0.0
357,2021-01-15 21:00:00,,,,,,2629.74193,,,,,,4,0.0
358,2021-01-15 22:00:00,,,,,,,,,,,,4,0.0
359,2021-01-15 23:00:00,,,,,,,,,,,,4,0.0
360,2021-01-16 00:00:00,,,,,,,,,,,,5,0.0
361,2021-01-16 01:00:00,,,,,,,,,,,,5,0.0
362,2021-01-16 02:00:00,,,,,,,,,,,,5,0.0
363,2021-01-16 03:00:00,,,,,,,,,,,,5,0.0
364,2021-01-16 04:00:00,,,,,,,,,,,,5,0.0
365,2021-01-16 05:00:00,,,,,,,,,,,,5,0.0
366,2021-01-16 06:00:00,,,,,,,,,,,,5,0.0
367,2021-01-16 07:00:00,,,,,,,,,,,,5,0.0
368,2021-01-16 08:00:00,,,,,,,,,,,,5,0.0
369,2021-01-16 09:00:00,,,,,,,,,,,,5,0.0
370,2021-01-16 10:00:00,,,,,,,,,,,,5,0.0
371,2021-01-16 11:00:00,,,,,,2632.0962200000004,,,,,,5,0.0
372,2021-01-16 12:00:00,,,,,,,,,,,,5,0.0
373,2021-01-16 13:00:00,,,,,,,,,,,,5,0.0
374,2021-01-16 14:00:00,,,,,,,,,,,,5,0.0
375,2021-01-16 15:00:00,,,,,,,,,,,,5,0.0
376,2021-01-16 16:00:00,,,,,,,,,,,,5,0.0
377,2021-01-16 17:00:00,,,,,,2634.45051,,,,,,5,0.0
378,2021-01-16 18:00:00,,,,,,,,,,,,5,0.0
379,2021-01-16 19:00:00,,,,,,,,,,,,5,0.0
380,2021-01-16 20:00:00,,,,,,2636.8048000000003,,,,,,5,0.0
381,2021-01-16 21:00:00,,,,,,2639.15909,,,,,,5,0.0
382,2021-01-16 22:00:00,,,,,,,,,,,,5,0.0
383,2021-01-16 23:00:00,,,,,,,,,,,,5,0.0
384,2021-01-17 00:00:00,,,,,,,,,,,,6,0.0
385,2021-01-17 01:00:00,,,,,,,,,,,,6,0.0
386,2021-01-17 02:00:00,,,,,,,,,,,,6,0.0
387,2021-01-17 03:00:00,,,,,,,,,,,,6,0.0
388,2021-01-17 04:00:00,,,,,,,,,,,,6,0.0
389,2021-01-17 05:00:00,,,,,,,,,,,,6,0.0
390,2021-01-17 06:00:00,,,,,,,,,,,,6,0.0
391,2021-01-17 07:00:00,,,,,,,,,,,,6,0.0
392,2021-01-17 08:00:00,,,,,,,,,,,,6,0.0
393,2021-01-17 09:00:00,,,,,,,,,,,,6,0.0
394,2021-01-17 10:00:00,,,,,,,,,,,,6,0.0
395,2021-01-17 11:00:00,,,,,,,,,,,,6,0.0
396,2021-01-17 12:00:00,,,,,,,,,,,,6,0.0
397,2021-01-17 13:00:00,,,,,,,,,,,,6,0.0
398,2021-01-17 14:00:00,,,,,,2643.86767,,,,,,6,0.0
399,2021-01-17 15:00:00,,,,,,,,,,,,6,0.0
400,2021-01-17 16:00:00,,,,,,,,,,,,6,0.0
401,2021-01-17 17:00:00,,,,,,,,,,,,6,0.0
402,2021-01-17 18:00:00,,,,,,,,,,,,6,0.0
403,2021-01-17 19:00:00,,,,,,,,,,,,6,0.0
404,2021-01-17 20:00:00,,,,,,,,,,,,6,0.0
405,2021-01-17 21:00:00,,,,,,,,,,,,6,0.0
406,2021-01-17 22:00:00,,,,,,,,,,,,6,0.0
407,2021-01-17 23:00:00,,,,,,,,,,,,6,0.0
408,2021-01-18 00:00:00,,,,,,,,,,,,0,0.0
409,2021-01-18 01:00:00,,,,,,,,,,,,0,0.0
410,2021-01-18 02:00:00,,,,,,,,,,,,0,0.0
411,2021-01-18 03:00:00,,,,,,,,,,,,0,0.0
412,2021-01-18 04:00:00,,,,,,,,,,,,0,0.0
413,2021-01-18 05:00:00,,,,,,,,,,,,0,0.0
414,2021-01-18 06:00:00,,,,,,,,,,,,0,0.0
415,2021-01-18 07:00:00,,,,,,,,,,,,0,0.0
416,2021-01-18 08:00:00,,,,,,,,,,,,0,0.0
417,2021-01-18 09:00:00,,,,,,,,,,,,0,0.0
